Uni,Caseload,Uni_Rate,Labour_Market_Region,Education_level,Year
1,9,1.97,BALLARAT,EDU_LVL_YR_10_13,2011
1,5,6.98,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,10,6.16,BASS COAST,EDU_LVL_YR_10_13,2011
1,8,14.48,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,3,23.58,MANSFIELD,EDU_LVL_YR_10_13,2011
1,6,14.37,BENALLA,EDU_LVL_YR_10_13,2011
1,4,3.65,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,5,1.14,BOROONDARA,EDU_LVL_YR_10_13,2011
1,9,4.45,BRIMBANK,EDU_LVL_YR_10_13,2011
1,6,6.49,CARDINIA,EDU_LVL_YR_10_13,2011
1,4,1.33,CASEY,EDU_LVL_YR_10_13,2011
1,2,26.54,LODDON,EDU_LVL_YR_10_13,2011
1,4,2.63,DAREBIN,EDU_LVL_YR_10_13,2011
1,2,4.47,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,23,1.45,FRANKSTON,EDU_LVL_YR_10_13,2011
1,4,1.72,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,2,1.37,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,2,1.98,BAYSIDE,EDU_LVL_YR_10_13,2011
1,7,4.46,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,11,3.1,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,3,2.18,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,4,34.61,HINDMARSH,EDU_LVL_YR_10_13,2011
1,6,3.02,HUME,EDU_LVL_YR_10_13,2011
1,2,1.28,KINGSTON,EDU_LVL_YR_10_13,2011
1,2,1.28,KINGSTON,EDU_LVL_YR_10_13,2011
1,2,1.26,KNOX,EDU_LVL_YR_10_13,2011
1,2,2.7,LATROBE,EDU_LVL_YR_10_13,2011
1,2,2.7,LATROBE,EDU_LVL_YR_10_13,2011
1,2,10.69,MOUNT ALEXANDER,EDU_LVL_YR_10_13,2011
1,2,4.31,MACEDON RANGES,EDU_LVL_YR_10_13,2011
1,2,1.65,MANNINGHAM,EDU_LVL_YR_10_13,2011
1,2,2.35,MARIBYRNONG,EDU_LVL_YR_10_13,2011
1,2,1.77,MAROONDAH,EDU_LVL_YR_10_13,2011
1,7,5.05,MELBOURNE,EDU_LVL_YR_10_13,2011
1,6,4.43,MELTON,EDU_LVL_YR_10_13,2011
1,2,7.69,MILDURA,EDU_LVL_YR_10_13,2011
1,2,4.98,MITCHELL,EDU_LVL_YR_10_13,2011
1,2,1.06,MONASH,EDU_LVL_YR_10_13,2011
1,4,3.32,MOONEE VALLEY,EDU_LVL_YR_10_13,2011
1,2,6.3,MOORABOOL,EDU_LVL_YR_10_13,2011
1,2,1.19,MORELAND,EDU_LVL_YR_10_13,2011
1,7,4.42,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2011
1,2,3.13,NILLUMBIK,EDU_LVL_YR_10_13,2011
1,2,1.88,PORT PHILLIP,EDU_LVL_YR_10_13,2011
1,2,10.14,GLENELG,EDU_LVL_YR_10_13,2011
1,2,1.84,STONNINGTON,EDU_LVL_YR_10_13,2011
1,3,9.41,COLAC OTWAY,EDU_LVL_YR_10_13,2011
1,9,31.9,BULOKE,EDU_LVL_YR_10_13,2011
1,11,4.63,WELLINGTON,EDU_LVL_YR_10_13,2011
1,2,4.63,WELLINGTON,EDU_LVL_YR_10_13,2011
1,2,1.01,WHITTLESEA,EDU_LVL_YR_10_13,2011
1,8,5.12,WODONGA,EDU_LVL_YR_10_13,2011
1,2,12.63,INDIGO,EDU_LVL_YR_10_13,2011
1,12,5.58,WYNDHAM,EDU_LVL_YR_10_13,2011
1,4,2.6,YARRA RANGES,EDU_LVL_YR_10_13,2011
1,2,27.39,PYRENEES,EDU_LVL_YR_10_13,2012
1,2,1.93,BALLARAT,EDU_LVL_YR_10_13,2012
1,2,1.57,BANYULE,EDU_LVL_YR_10_13,2012
1,2,6.91,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2012
1,2,4.08,BAW BAW,EDU_LVL_YR_10_13,2012
1,6,5.37,GREATER BENDIGO,EDU_LVL_YR_10_13,2012
1,2,1.13,BOROONDARA,EDU_LVL_YR_10_13,2012
1,9,4.37,BRIMBANK,EDU_LVL_YR_10_13,2012
1,2,5.34,CAMPASPE,EDU_LVL_YR_10_13,2012
1,2,2.05,CARDINIA,EDU_LVL_YR_10_13,2012
1,9,2.87,CASEY,EDU_LVL_YR_10_13,2012
1,2,1.29,DAREBIN,EDU_LVL_YR_10_13,2012
1,2,4.4,EAST GIPPSLAND,EDU_LVL_YR_10_13,2012
1,6,4.3,FRANKSTON,EDU_LVL_YR_10_13,2012
1,8,3.35,GREATER GEELONG,EDU_LVL_YR_10_13,2012
1,2,1.34,GLEN EIRA,EDU_LVL_YR_10_13,2012
1,2,1.95,BAYSIDE,EDU_LVL_YR_10_13,2012
1,2,1.24,GREATER DANDENONG,EDU_LVL_YR_10_13,2012
1,2,3.07,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2012
1,2,2.14,HOBSONS BAY,EDU_LVL_YR_10_13,2012
1,2,10.09,HORSHAM,EDU_LVL_YR_10_13,2012
1,13,6.26,HUME,EDU_LVL_YR_10_13,2012
1,2,1.26,KINGSTON,EDU_LVL_YR_10_13,2012
1,2,1.26,KINGSTON,EDU_LVL_YR_10_13,2012
1,2,1.24,KNOX,EDU_LVL_YR_10_13,2012
1,4,5.38,LATROBE,EDU_LVL_YR_10_13,2012
1,4,5.38,LATROBE,EDU_LVL_YR_10_13,2012
1,2,1.63,MANNINGHAM,EDU_LVL_YR_10_13,2012
1,2,2.29,MARIBYRNONG,EDU_LVL_YR_10_13,2012
1,6,4.05,MELBOURNE,EDU_LVL_YR_10_13,2012
1,4,2.82,MELTON,EDU_LVL_YR_10_13,2012
1,5,6.16,MILDURA,EDU_LVL_YR_10_13,2012
1,2,19.36,STRATHBOGIE,EDU_LVL_YR_10_13,2012
1,2,1.04,MONASH,EDU_LVL_YR_10_13,2012
1,2,1.63,MOONEE VALLEY,EDU_LVL_YR_10_13,2012
1,2,6.12,MOORABOOL,EDU_LVL_YR_10_13,2012
1,2,9.12,GOLDEN PLAINS,EDU_LVL_YR_10_13,2012
1,8,4.65,MORELAND,EDU_LVL_YR_10_13,2012
1,4,2.49,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2012
1,2,3.11,NILLUMBIK,EDU_LVL_YR_10_13,2012
1,2,29.68,YARRIAMBIACK,EDU_LVL_YR_10_13,2012
1,5,4.61,PORT PHILLIP,EDU_LVL_YR_10_13,2012
1,2,12.45,SOUTHERN GRAMPIANS,EDU_LVL_YR_10_13,2012
1,2,10.14,GLENELG,EDU_LVL_YR_10_13,2012
1,5,4.48,STONNINGTON,EDU_LVL_YR_10_13,2012
1,2,9.36,COLAC OTWAY,EDU_LVL_YR_10_13,2012
1,4,14.01,WANGARATTA,EDU_LVL_YR_10_13,2012
1,2,6.82,MOIRA,EDU_LVL_YR_10_13,2012
1,2,11.98,MOYNE,EDU_LVL_YR_10_13,2012
1,2,4.6,WELLINGTON,EDU_LVL_YR_10_13,2012
1,2,4.6,WELLINGTON,EDU_LVL_YR_10_13,2012
1,4,2.35,WHITEHORSE,EDU_LVL_YR_10_13,2012
1,8,3.85,WHITTLESEA,EDU_LVL_YR_10_13,2012
1,2,12.47,INDIGO,EDU_LVL_YR_10_13,2012
1,5,2.19,WYNDHAM,EDU_LVL_YR_10_13,2012
1,5,5.35,YARRA,EDU_LVL_YR_10_13,2012
1,5,3.22,YARRA RANGES,EDU_LVL_YR_10_13,2012
1,4,3.8,BALLARAT,EDU_LVL_YR_10_13,2013
1,2,1.55,BANYULE,EDU_LVL_YR_10_13,2013
1,2,6.87,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2013
1,2,5.84,BASS COAST,EDU_LVL_YR_10_13,2013
1,2,14.12,MURRINDINDI,EDU_LVL_YR_10_13,2013
1,2,22.92,MANSFIELD,EDU_LVL_YR_10_13,2013
1,2,14.33,BENALLA,EDU_LVL_YR_10_13,2013
1,4,3.52,GREATER BENDIGO,EDU_LVL_YR_10_13,2013
1,2,1.11,BOROONDARA,EDU_LVL_YR_10_13,2013
1,10,4.8,BRIMBANK,EDU_LVL_YR_10_13,2013
1,2,5.34,CAMPASPE,EDU_LVL_YR_10_13,2013
1,4,3.9,CARDINIA,EDU_LVL_YR_10_13,2013
1,9,2.75,CASEY,EDU_LVL_YR_10_13,2013
1,5,3.15,DAREBIN,EDU_LVL_YR_10_13,2013
1,2,4.35,EAST GIPPSLAND,EDU_LVL_YR_10_13,2013
1,4,2.84,FRANKSTON,EDU_LVL_YR_10_13,2013
1,7,2.86,GREATER GEELONG,EDU_LVL_YR_10_13,2013
1,2,1.32,GLEN EIRA,EDU_LVL_YR_10_13,2013
1,2,1.92,BAYSIDE,EDU_LVL_YR_10_13,2013
1,9,5.48,GREATER DANDENONG,EDU_LVL_YR_10_13,2013
1,4,6.1,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2013
1,2,2.11,HOBSONS BAY,EDU_LVL_YR_10_13,2013
1,2,10.08,HORSHAM,EDU_LVL_YR_10_13,2013
1,6,2.78,HUME,EDU_LVL_YR_10_13,2013
1,7,4.35,KINGSTON,EDU_LVL_YR_10_13,2013
1,7,4.35,KINGSTON,EDU_LVL_YR_10_13,2013
1,2,1.23,KNOX,EDU_LVL_YR_10_13,2013
1,4,5.36,LATROBE,EDU_LVL_YR_10_13,2013
1,4,5.36,LATROBE,EDU_LVL_YR_10_13,2013
1,2,10.43,MOUNT ALEXANDER,EDU_LVL_YR_10_13,2013
1,2,4.13,MACEDON RANGES,EDU_LVL_YR_10_13,2013
1,4,3.21,MANNINGHAM,EDU_LVL_YR_10_13,2013
1,4,4.46,MARIBYRNONG,EDU_LVL_YR_10_13,2013
1,9,5.63,MELBOURNE,EDU_LVL_YR_10_13,2013
1,2,1.34,MELTON,EDU_LVL_YR_10_13,2013
1,2,8.63,MILDURA,EDU_LVL_YR_10_13,2013
1,2,1.02,MONASH,EDU_LVL_YR_10_13,2013
1,2,1.59,MOONEE VALLEY,EDU_LVL_YR_10_13,2013
1,4,11.97,MOORABOOL,EDU_LVL_YR_10_13,2013
1,2,12.76,HEPBURN,EDU_LVL_YR_10_13,2013
1,2,8.9,GOLDEN PLAINS,EDU_LVL_YR_10_13,2013
1,8,4.53,MORELAND,EDU_LVL_YR_10_13,2013
1,5,3.06,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2013
1,2,3.09,NILLUMBIK,EDU_LVL_YR_10_13,2013
1,2,12.46,SOUTHERN GRAMPIANS,EDU_LVL_YR_10_13,2013
1,2,1.75,STONNINGTON,EDU_LVL_YR_10_13,2013
1,2,9.33,COLAC OTWAY,EDU_LVL_YR_10_13,2013
1,2,19.59,SWAN HILL,EDU_LVL_YR_10_13,2013
1,2,18.93,GANNAWARRA,EDU_LVL_YR_10_13,2013
1,5,17.35,WANGARATTA,EDU_LVL_YR_10_13,2013
1,2,6.79,MOIRA,EDU_LVL_YR_10_13,2013
1,2,15.98,ALPINE,EDU_LVL_YR_10_13,2013
1,2,11.95,MOYNE,EDU_LVL_YR_10_13,2013
1,2,4.57,WELLINGTON,EDU_LVL_YR_10_13,2013
1,2,4.57,WELLINGTON,EDU_LVL_YR_10_13,2013
1,5,2.88,WHITEHORSE,EDU_LVL_YR_10_13,2013
1,2,0.92,WHITTLESEA,EDU_LVL_YR_10_13,2013
1,2,4.93,WODONGA,EDU_LVL_YR_10_13,2013
1,2,12.33,INDIGO,EDU_LVL_YR_10_13,2013
1,5,2.07,WYNDHAM,EDU_LVL_YR_10_13,2013
1,2,2.08,YARRA,EDU_LVL_YR_10_13,2013
1,2,1.27,YARRA RANGES,EDU_LVL_YR_10_13,2013
1,2,27.07,PYRENEES,EDU_LVL_YR_10_13,2014
1,2,1.86,BALLARAT,EDU_LVL_YR_10_13,2014
1,2,1.53,BANYULE,EDU_LVL_YR_10_13,2014
1,2,5.71,BASS COAST,EDU_LVL_YR_10_13,2014
1,2,3.86,BAW BAW,EDU_LVL_YR_10_13,2014
1,2,13.97,MURRINDINDI,EDU_LVL_YR_10_13,2014
1,2,22.52,MANSFIELD,EDU_LVL_YR_10_13,2014
1,2,14.31,BENALLA,EDU_LVL_YR_10_13,2014
1,2,1.73,GREATER BENDIGO,EDU_LVL_YR_10_13,2014
1,2,1.1,BOROONDARA,EDU_LVL_YR_10_13,2014
1,13,6.18,BRIMBANK,EDU_LVL_YR_10_13,2014
1,2,5.33,CAMPASPE,EDU_LVL_YR_10_13,2014
1,2,1.85,CARDINIA,EDU_LVL_YR_10_13,2014
1,7,2.05,CASEY,EDU_LVL_YR_10_13,2014
1,2,15.23,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2014
1,2,1.24,DAREBIN,EDU_LVL_YR_10_13,2014
1,6,12.48,EAST GIPPSLAND,EDU_LVL_YR_10_13,2014
1,2,1.41,FRANKSTON,EDU_LVL_YR_10_13,2014
1,5,1.99,GREATER GEELONG,EDU_LVL_YR_10_13,2014
1,2,1.3,GLEN EIRA,EDU_LVL_YR_10_13,2014
1,2,1.9,BAYSIDE,EDU_LVL_YR_10_13,2014
1,2,1.2,GREATER DANDENONG,EDU_LVL_YR_10_13,2014
1,5,7.54,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2014
1,2,2.08,HOBSONS BAY,EDU_LVL_YR_10_13,2014
1,6,2.65,HUME,EDU_LVL_YR_10_13,2014
1,4,2.44,KINGSTON,EDU_LVL_YR_10_13,2014
1,2,1.22,KNOX,EDU_LVL_YR_10_13,2014
1,4,5.34,LATROBE,EDU_LVL_YR_10_13,2014
1,2,10.29,MOUNT ALEXANDER,EDU_LVL_YR_10_13,2014
1,2,4.05,MACEDON RANGES,EDU_LVL_YR_10_13,2014
1,2,1.58,MANNINGHAM,EDU_LVL_YR_10_13,2014
1,2,2.16,MARIBYRNONG,EDU_LVL_YR_10_13,2014
1,5,4.24,MAROONDAH,EDU_LVL_YR_10_13,2014
1,12,6.89,MELBOURNE,EDU_LVL_YR_10_13,2014
1,7,4.51,MELTON,EDU_LVL_YR_10_13,2014
1,2,3.76,MILDURA,EDU_LVL_YR_10_13,2014
1,2,18.93,STRATHBOGIE,EDU_LVL_YR_10_13,2014
1,2,4.53,MITCHELL,EDU_LVL_YR_10_13,2014
1,7,3.49,MONASH,EDU_LVL_YR_10_13,2014
1,2,1.56,MOONEE VALLEY,EDU_LVL_YR_10_13,2014
1,2,12.61,HEPBURN,EDU_LVL_YR_10_13,2014
1,5,2.77,MORELAND,EDU_LVL_YR_10_13,2014
1,2,1.21,MORNINGTON PENINSULA,EDU_LVL_YR_10_13,2014
1,2,17.48,NORTHERN GRAMPIANS,EDU_LVL_YR_10_13,2014
1,2,1.77,PORT PHILLIP,EDU_LVL_YR_10_13,2014
1,2,10.19,GLENELG,EDU_LVL_YR_10_13,2014
1,2,1.72,STONNINGTON,EDU_LVL_YR_10_13,2014
1,2,6.22,SURF COAST,EDU_LVL_YR_10_13,2014
1,5,23.28,COLAC OTWAY,EDU_LVL_YR_10_13,2014
1,2,19.59,SWAN HILL,EDU_LVL_YR_10_13,2014
1,2,6.89,WANGARATTA,EDU_LVL_YR_10_13,2014
1,2,6.75,MOIRA,EDU_LVL_YR_10_13,2014
1,2,4.54,WELLINGTON,EDU_LVL_YR_10_13,2014
1,2,1.13,WHITEHORSE,EDU_LVL_YR_10_13,2014
1,7,3.14,WHITTLESEA,EDU_LVL_YR_10_13,2014
1,2,0.78,WYNDHAM,EDU_LVL_YR_10_13,2014
1,2,2.04,YARRA,EDU_LVL_YR_10_13,2014
1,5,3.16,YARRA RANGES,EDU_LVL_YR_10_13,2014
1,7,97.57,PYRENEES,EDU_LVL_YR_10_13,2011
1,7,97.57,PYRENEES,EDU_LVL_YR_10_13,2011
1,3,41.82,PYRENEES,EDU_LVL_YR_10_13,2011
1,3,41.82,PYRENEES,EDU_LVL_YR_10_13,2011
1,1,13.94,PYRENEES,EDU_LVL_YR_10_13,2011
1,176,173.39,BALLARAT,EDU_LVL_YR_10_13,2011
1,199,196.05,BALLARAT,EDU_LVL_YR_10_13,2011
1,144,141.86,BALLARAT,EDU_LVL_YR_10_13,2011
1,100,98.52,BALLARAT,EDU_LVL_YR_10_13,2011
1,35,34.48,BALLARAT,EDU_LVL_YR_10_13,2011
1,110,87.02,BANYULE,EDU_LVL_YR_10_13,2011
1,145,114.71,BANYULE,EDU_LVL_YR_10_13,2011
1,141,111.54,BANYULE,EDU_LVL_YR_10_13,2011
1,149,117.87,BANYULE,EDU_LVL_YR_10_13,2011
1,34,26.9,BANYULE,EDU_LVL_YR_10_13,2011
1,17,59.31,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,35,122.12,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,31,108.16,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,22,76.76,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,6,20.93,SOUTH GIPPSLAND,EDU_LVL_YR_10_13,2011
1,43,132.35,BASS COAST,EDU_LVL_YR_10_13,2011
1,91,280.09,BASS COAST,EDU_LVL_YR_10_13,2011
1,59,181.59,BASS COAST,EDU_LVL_YR_10_13,2011
1,70,215.45,BASS COAST,EDU_LVL_YR_10_13,2011
1,12,36.93,BASS COAST,EDU_LVL_YR_10_13,2011
1,26,54.56,BAW BAW,EDU_LVL_YR_10_13,2011
1,106,222.44,BAW BAW,EDU_LVL_YR_10_13,2011
1,88,184.66,BAW BAW,EDU_LVL_YR_10_13,2011
1,72,151.09,BAW BAW,EDU_LVL_YR_10_13,2011
1,9,18.89,BAW BAW,EDU_LVL_YR_10_13,2011
1,13,94.11,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,18,130.3,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,13,94.11,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,11,79.63,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,1,7.24,MURRINDINDI,EDU_LVL_YR_10_13,2011
1,4,47.15,MANSFIELD,EDU_LVL_YR_10_13,2011
1,5,58.94,MANSFIELD,EDU_LVL_YR_10_13,2011
1,7,82.52,MANSFIELD,EDU_LVL_YR_10_13,2011
1,9,106.09,MANSFIELD,EDU_LVL_YR_10_13,2011
1,2,23.58,MANSFIELD,EDU_LVL_YR_10_13,2011
1,27,193.97,BENALLA,EDU_LVL_YR_10_13,2011
1,34,244.25,BENALLA,EDU_LVL_YR_10_13,2011
1,30,215.52,BENALLA,EDU_LVL_YR_10_13,2011
1,31,222.7,BENALLA,EDU_LVL_YR_10_13,2011
1,4,28.74,BENALLA,EDU_LVL_YR_10_13,2011
1,143,130.44,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,198,180.61,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,145,132.27,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,170,155.07,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,36,32.84,GREATER BENDIGO,EDU_LVL_YR_10_13,2011
1,80,45.72,BOROONDARA,EDU_LVL_YR_10_13,2011
1,83,47.43,BOROONDARA,EDU_LVL_YR_10_13,2011
1,75,42.86,BOROONDARA,EDU_LVL_YR_10_13,2011
1,59,33.72,BOROONDARA,EDU_LVL_YR_10_13,2011
1,19,10.86,BOROONDARA,EDU_LVL_YR_10_13,2011
1,198,97.93,BRIMBANK,EDU_LVL_YR_10_13,2011
1,373,184.48,BRIMBANK,EDU_LVL_YR_10_13,2011
1,328,162.22,BRIMBANK,EDU_LVL_YR_10_13,2011
1,389,192.39,BRIMBANK,EDU_LVL_YR_10_13,2011
1,66,32.64,BRIMBANK,EDU_LVL_YR_10_13,2011
1,38,101.79,CAMPASPE,EDU_LVL_YR_10_13,2011
1,56,150,CAMPASPE,EDU_LVL_YR_10_13,2011
1,56,150,CAMPASPE,EDU_LVL_YR_10_13,2011
1,90,241.07,CAMPASPE,EDU_LVL_YR_10_13,2011
1,14,37.5,CAMPASPE,EDU_LVL_YR_10_13,2011
1,58,62.75,CARDINIA,EDU_LVL_YR_10_13,2011
1,204,220.71,CARDINIA,EDU_LVL_YR_10_13,2011
1,79,85.47,CARDINIA,EDU_LVL_YR_10_13,2011
1,100,108.19,CARDINIA,EDU_LVL_YR_10_13,2011
1,13,14.06,CARDINIA,EDU_LVL_YR_10_13,2011
1,271,90.21,CASEY,EDU_LVL_YR_10_13,2011
1,634,211.05,CASEY,EDU_LVL_YR_10_13,2011
1,290,96.54,CASEY,EDU_LVL_YR_10_13,2011
1,357,118.84,CASEY,EDU_LVL_YR_10_13,2011
1,71,23.63,CASEY,EDU_LVL_YR_10_13,2011
1,5,66.34,LODDON,EDU_LVL_YR_10_13,2011
1,12,159.21,LODDON,EDU_LVL_YR_10_13,2011
1,9,119.41,LODDON,EDU_LVL_YR_10_13,2011
1,14,185.75,LODDON,EDU_LVL_YR_10_13,2011
1,2,26.54,LODDON,EDU_LVL_YR_10_13,2011
1,17,131.75,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2011
1,30,232.5,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2011
1,29,224.75,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2011
1,33,255.75,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2011
1,9,69.75,CENTRAL GOLDFIELDS,EDU_LVL_YR_10_13,2011
1,155,101.95,DAREBIN,EDU_LVL_YR_10_13,2011
1,134,88.14,DAREBIN,EDU_LVL_YR_10_13,2011
1,221,145.36,DAREBIN,EDU_LVL_YR_10_13,2011
1,202,132.86,DAREBIN,EDU_LVL_YR_10_13,2011
1,44,28.94,DAREBIN,EDU_LVL_YR_10_13,2011
1,64,182.69,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,134,399.3,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,104,232.29,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,146,326.1,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,33,73.71,EAST GIPPSLAND,EDU_LVL_YR_10_13,2011
1,162,117.45,FRANKSTON,EDU_LVL_YR_10_13,2011
1,237,171.82,FRANKSTON,EDU_LVL_YR_10_13,2011
1,246,178.35,FRANKSTON,EDU_LVL_YR_10_13,2011
1,237,171.82,FRANKSTON,EDU_LVL_YR_10_13,2011
1,90,65.25,FRANKSTON,EDU_LVL_YR_10_13,2011
1,2,68.59,QUEENSCLIFFE,EDU_LVL_YR_10_13,2011
1,1,34.29,QUEENSCLIFFE,EDU_LVL_YR_10_13,2011
1,1,34.29,QUEENSCLIFFE,EDU_LVL_YR_10_13,2011
1,216,92.94,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,321,138.12,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,354,152.32,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,323,138.98,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,59,25.39,GREATER GEELONG,EDU_LVL_YR_10_13,2011
1,82,56.01,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,84,57.37,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,53,36.2,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,58,39.61,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,15,10.25,GLEN EIRA,EDU_LVL_YR_10_13,2011
1,32,31.61,BAYSIDE,EDU_LVL_YR_10_13,2011
1,58,57.3,BAYSIDE,EDU_LVL_YR_10_13,2011
1,55,54.33,BAYSIDE,EDU_LVL_YR_10_13,2011
1,60,59.27,BAYSIDE,EDU_LVL_YR_10_13,2011
1,9,8.89,BAYSIDE,EDU_LVL_YR_10_13,2011
1,291,185.59,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,420,267.86,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,305,194.52,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,209,133.29,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,109,69.52,GREATER DANDENONG,EDU_LVL_YR_10_13,2011
1,112,173.5,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,154,238.56,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,128,198.28,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,196,303.62,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,34,52.67,GREATER SHEPPARTON,EDU_LVL_YR_10_13,2011
1,102,111.2,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,126,137.37,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,98,106.84,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,140,152.63,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,17,18.53,HOBSONS BAY,EDU_LVL_YR_10_13,2011
1,1,25.27,WEST WIMMERA,EDU_LVL_YR_10_13,2011
1,1,25.27,WEST WIMMERA,EDU_LVL_YR_10_13,2011
1,3,75.8,WEST WIMMERA,EDU_LVL_YR_10_13,2011
1,4,101.06,WEST WIMMERA,EDU_LVL_YR_10_13,2011
1,1,25.27,WEST WIMMERA,EDU_LVL_YR_10_13,2011
1,38,192.34,HORSHAM,EDU_LVL_YR_10_13,2011
1,78,394.8,HORSHAM,EDU_LVL_YR_10_13,2011
1,71,359.37,HORSHAM,EDU_LVL_YR_10_13,2011
1,70,354.3,HORSHAM,EDU_LVL_YR_10_13,2011
1,12,60.74,HORSHAM,EDU_LVL_YR_10_13,2011
1,2,34.61,HINDMARSH,EDU_LVL_YR_10_13,2011
1,7,121.13,HINDMARSH,EDU_LVL_YR_10_13,2011
1,5,86.52,HINDMARSH,EDU_LVL_YR_10_13,2011
1,9,155.74,HINDMARSH,EDU_LVL_YR_10_13,2011
1,1,17.3,HINDMARSH,EDU_LVL_YR_10_13,2011
1,198,99.5,HUME,EDU_LVL_YR_10_13,2011
1,414,208.04,HUME,EDU_LVL_YR_10_13,2011
1,297,149.25,HUME,EDU_LVL_YR_10_13,2011
1,410,206.03,HUME,EDU_LVL_YR_10_13,2011
1,46,23.12,HUME,EDU_LVL_YR_10_13,2011
1,111,70.94,KINGSTON,EDU_LVL_YR_10_13,2011
1,111,70.94,KINGSTON,EDU_LVL_YR_10_13,2011
1,146,93.31,KINGSTON,EDU_LVL_YR_10_13,2011
1,146,93.31,KINGSTON,EDU_LVL_YR_10_13,2011
1,119,76.06,KINGSTON,EDU_LVL_YR_10_13,2011
1,119,76.06,KINGSTON,EDU_LVL_YR_10_13,2011
1,109,69.67,KINGSTON,EDU_LVL_YR_10_13,2011
1,109,69.67,KINGSTON,EDU_LVL_YR_10_13,2011
1,37,23.65,KINGSTON,EDU_LVL_YR_10_13,2011
1,37,23.65,KINGSTON,EDU_LVL_YR_10_13,2011
1,110,69.14,KNOX,EDU_LVL_YR_10_13,2011
1,184,115.65,KNOX,EDU_LVL_YR_10_13,2011
1,149,93.65,KNOX,EDU_LVL_YR_10_13,2011
1,156,98.05,KNOX,EDU_LVL_YR_10_13,2011
1,43,27.03,KNOX,EDU_LVL_YR_10_13,2011
1,184,248.31,LATROBE,EDU_LVL_YR_10_13,2011
1,184,248.31,LATROBE,EDU_LVL_YR_10_13,2011
1,327,441.28,LATROBE,EDU_LVL_YR_10_13,2011
1,327,441.28,LATROBE,EDU_LVL_YR_10_13,2011
1,347,468.27,LATROBE,EDU_LVL_YR_10_13,2011
1,347,468.27,LATROBE,EDU_LVL_YR_10_13,2011
1,337,454.78,LATROBE,EDU_LVL_YR_10_13,2011
